NU_INSCRICAO,NU_NOTA_MT
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,-20.009036485364845
0ade5488fd62db34c11a369bdbb4327faacc1635,-20.009036485364845
e418fbb77e6ff4103205f3b7f6a66d53183d809b,454.56507145864117
8ddbfe70cd41135cb6f125335a48d100789edbf7,421.93295375275716
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,-20.009036485364845
1d3e406d0223d4cb0328850d689ba9fcadf62776,432.7329737326828
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,-20.009036485364845
ecaf075653faf2dcdf946c0ce50629f5083347c0,445.45688054821795
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,476.206607779814
d43894c5e83bb3a7e5000636295b0b050de19309,-20.009036485364845
5b7877d12550dd35d27a02b66a13f2a27bce11ca,430.0913559596163
18f800ec03e33ebad5fb97aa8465dd3e5961337e,429.1271334493523
bb39cc6296f2c9da3963994899c5c34b50965720,-20.009036485364845
76facda8958cbaf5dba09a4d35d3b4de7596a49d,-20.009036485364845
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,477.7725405931754
e887be276bf553575b20ed1a0de8833d9cb7e247,-20.009036485364845
cc8794762ffa592758b5117d67e0d02e2e8b9c49,489.1836172349661
894d277c608610fa8c31db531f64582b9569b2e9,433.0323023830016
b2e029961aa0f20071b74708e0d97e6f200ec582,456.17880654445827
12c7d85e168b09a0278df140a22bcb0052a59b0a,432.57778738069345
64c4892488a9c6281bdabf467a0b5a6382d248e6,469.4065975162824
944e790f6e64eccf6df361247858165f17dd7abb,-20.009036485364845
ac112e94587e6e4249b7182329ee5a5040ae94ea,506.8108098207264
a58cf11e498228f9aaca92b0c49f955a6163fb59,433.8788329422564
e8c84701c041b7f3b39f3125a0449fa633589fbe,492.1565342622322
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,575.6830649938819
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,-20.009036485364845
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,431.0292190596411
e64ad901853230e396be49311ea98121c348fac6,454.68708513912264
8532af19be3729ea233c1f29e4c015820fc7fb3a,467.9916644693059
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,446.47811424550633
26853fd075fe27954772c3070997635b94f32b83,430.4920971444356
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,506.27257492985973
574ec310dee846f9ae8eb278480257d463f6fbcc,462.7453320124693
ebb32b8df4ff9b202ba904f310724ce230cb4305,-20.009036485364845
8a46e35787225c3e7adef2b998ad9c93a952106b,498.82723916191856
b62bf908b504e8c6898777a7f5b88afed358caea,438.2573698398048
10d22971ca4f53fc62d02905809ff1c37fbb68fc,580.7459880123796
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,433.72963614923117
cad47b624b484cb16291449cee30707a46c20199,-20.009036485364845
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,551.2599114982935
bb6c0df09cb6663f142ce6da382b804353453af2,-20.009036485364845
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,458.14601966021814
7bd0affe1bdd3681a0faecd80a3d48c023b986de,-20.009036485364845
d76614020539405f481c0f5ffb9e6f88a0bf21b7,441.712317343613
5ce2df96a99343819ead41bf242044177439696d,-20.009036485364845
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,-20.009036485364845
a9216c3fc0c0bf14cda0ca26a71c205458b74896,-20.009036485364845
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,489.20435105499047
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,446.0603332867652
176b027cd932b17fcb6f119cfcef338a175062b8,427.5581309932115
41474f2dda61d97f38ba79906d3dbcce223d1bd1,506.0448860894784
421eb738f9e2ea73e5f4227c915762d6421102ac,-20.009036485364845
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,482.04423114621244
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,-53.7770882127532
134d96275e3893946c3a0e1d59f86b336fe64f6e,-20.009036485364845
d4e97da32ccb6987ec074aa48c24ce949c05a78c,432.3073963325222
fa556e489987a0588e9a8edb5327e2bde1679670,-20.009036485364845
95c1d266a2524560761df98b376c17604733a6ad,514.1681947542565
c11c4303d2632cde64105a35554ecb77a8564260,460.54642322190256
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,464.952418020235
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,520.0814350014376
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,441.5209939184832
580c34923cbde328e0aef1641dd02033fc862c04,447.77252694637264
156e1fb82056b0f6953c443446eb4dcceed7c03b,-20.009036485364845
29d8bf198da9caa59047268faca60207da24d1b7,522.2936566067873
1b3f80a1cd9fff0408e96169fcaf006936b34fed,443.72090033956505
b5932043b62e0c58e16e2cc2c9d5489390e5c895,456.9980821970986
99092cc60948943c59d68d62ed81a75a03059113,452.65287598474424
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,-53.89720401892555
dd69fca6f17420dc911016a79e70583ca7ea330d,430.9514212839534
d387995af060965fb9d18973f3dbf4904f071066,423.8015617110009
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,460.74602318130894
543674772357cf9d8a7a8e7dfb89384af80ec30e,480.3367484206362
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,435.1043836762318
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,-23.05470169868181
0736d379ea0962e316ce84cce8e883321be36abb,431.50845544124934
98cc842c547c69a0d27776e272fd8b61131b0b37,432.75916062824865
890b7696fa85ca2b3e90b3951efec2135e88d5cf,447.7309953646439
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,682.1102383113018
d84b48f7dc7a6e387e6e985525143589754c5b13,445.8146378105475
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,487.8503780900312
dc4fe9d4124d9278f58f6f999711116a3fe58be7,466.50334450002094
f6624d763619c0898b34dc02adf06f53a1721cd0,442.6652980250135
60b1c12559860e7ad966da4c4db5c78e17278fc0,485.70127237136796
a3f3dcb89101d86171f8bb4f4f57939717cf298a,-20.009036485364845
4f365503582b97ea96462d0d36895a5e7f5926df,430.7067578063411
c80869804effb21d50cc8fff3f4c27ba5521240c,417.769746905651
d0f351638d60e84b890a498d69c9a7961cdcdf36,444.07507853754606
48e8ec135997ff3676648d5c144c3c7150a7bbb1,428.62767854662025
45484014aefd10ea3e4b08fb93e66c251709cca6,439.7764241434436
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,437.2902239473675
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,425.0342506736627
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,561.3079524503025
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,426.9425544560826
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,530.5899452522211
c83c66733c5bd90a59996e473bb69e44f6522976,433.1191328126007
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,-20.009036485364845
4c373daf5547a6292c4905696c148ec83f95f083,-20.009036485364845
4549620b5459bb28990580f4ca0b4c2adc5b1a68,-20.009036485364845
87f89c855f377c5b100ad2986cc6569e31d94a98,539.1728511283541
d0d8601aab147c191ae37365a930c1ed3eb0414b,-20.009036485364845
9a25537903e8e7eab1dfb357903d241e24e86fb8,-20.009036485364845
eaecf3dd32668664e1dcc2d6c7a69042824806a6,437.67150416644216
d19fa85793fcb8ae3126d10592c9c57d3b32971f,-20.009036485364845
c59b370d3aa06b68878c836bceac844953d74972,440.84345491131535
5a6d397150d1a9e9c82e120f92d1e782da34bddb,-20.009036485364845
b2128312e70fdb830091aecb6b27d82617e2e226,434.04835530513066
8257941af168c0cc15f28bd596fd922352dae732,425.63885871274437
854ce153823802674f35bbe1ec010b12e9b3a56f,431.99861770078473
27f1db4e266b154f6f7fbef9c225fab472652a7b,435.3393012385975
11b90bed4a05d11169f308370faf81d6e9ca2c4f,419.95176937014025
5c55b7aeae6cb75ec715b4629812175239e45c15,-20.009036485364845
1391c7de937e0fea2ad23ebb111e513bf2aca2af,-20.009036485364845
e9488c35627294cd8f5a809c0667aef7a3f0d465,-20.009036485364845
39c22d725a24b290af887b25175ae0a8d560db4b,-20.009036485364845
e001e1d73163c327a4d800697b1b36cd6921f60d,455.0729042182014
b83424ca8973e4b2eebf6eb9e26e842999432d22,420.9757671984737
202da3f471204ad489ebf0c3856437337534112d,-20.009036485364845
912d751c54b46c860c5ba61666fc6fc59ca2689d,413.0629064683267
8376d681a277c58f06ab633a06eaa66391126246,-20.009036485364845
e114f7b197069bde8e158a0dbeaa022dd0c4e280,442.6025630357487
fa84edf183bd459ea9394d77bdc191683a75ff66,537.4275010468259
76190ff09a736ff83169394b770699b2709c5a27,466.830203552176
515db15df8581ae72bb8e8358833016adee74e02,450.90065339746275
e2a05053c19e6fba60d0e582e6c7f371728a7106,454.5088568405963
66c14322296ac259374ec98c5c3bb2bd67ba25e9,-20.009036485364845
2378556841bc8d5746f2b94d6adefc2db20f9518,503.06768904501257
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,-20.009036485364845
796d558152d241567f8a72b535a5e36fe78886f3,436.8233117939133
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,507.7937704443622
3c748fc7a94edb7ac1484373751ffa8574a3281d,431.4911296794939
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,430.1168049987607
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,-20.009036485364845
10a1e8808e744c619376bff659f859cd71e8c41d,433.36116723262114
fc959dafc37dde3f173f083486d84ce5c817443f,437.7477744584538
6979d91c0a1903a336c640e14eed100821a0e24d,453.80374008067326
d4e37c4c1235ce014392f6c8ba0436f195b9e459,500.0130970387637
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,-20.009036485364845
565a955a60c6073157aa869c0351c626a7171ef3,515.5480063836454
5697c01ee87a008056ebc0993a1028b41a26d251,-20.009036485364845
99be797e423b5ae08fe342ea772738f71975df47,634.5728655879251
b579ea83f2d6c15b2c717d16a89827d65f39904b,466.2959047214961
e9373b5c22567bec508f2fa2580e4dc3ff687caa,511.442383296262
a465af361b68bd536dd8bf61d522b9b21755ab60,520.9236911281758
c8feec2a94d996d03534ce935dec7a034667f107,785.6429753442424
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,465.09576159110975
f4f7888cfe88b7a3b0f3d94749921976353ae82c,470.91883464799537
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,470.50739646398193
2e466f15ac7b80870736fac2d0cf4bd7f362e852,439.2467924933106
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,-20.009036485364845
fc83a5c665f70f39b4c7d326118cbf21a898e660,578.1900925425339
c26fbd904781a4f6c37a8f8969778f687c6c1424,-20.009036485364845
ced4913c2220be57c54bc9f87bb4f441d5976671,444.3260314692103
880ade460a231d722e8bb0e4d17f3c8f77663d37,423.705602190298
7c869f5b89ddf3130c87011b6508ee59e32682c5,437.7050274257082
9027f65d4e576928ca59690c280050c53d66506a,662.2764952743148
09eb415bcb9842d207139c8bddf32427a134d51e,500.0122740773894
f8224c83e27f4921df62876f7ff660b1dab3d974,463.8320393188331
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,-20.009036485364845
dfec3182aec0997207e0845b072498065ec89aac,633.3729218006293
d653549f6d0ba70e2113b2cc56e9a83e331d2462,556.4007447839706
e95674df974af80342f676ca9e3540aecec2b8dc,478.0351526902066
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,524.294275551191
2b7b15015ab18dc51893827c7e3f01d931a70410,-20.009036485364845
22d86e8b43a9412df86ec15ac231b9919e3ec905,451.00670518854014
1c61035799f6afe7f44c1fb68567d7a8945c3943,575.70565216153
d5ed4b8732b0d7127a64f7e71137d321c56cc198,437.6000359809466
63edbbe59337f861a710bee4fe8a691d231f23da,427.8011064766856
f62bf9257782d839d38f84376b79611ed0de655d,-20.009036485364845
cf14952b5b09ad1a9497769e3a08da2fd74c6102,-20.009036485364845
21b8ef230efbfca6b5f15b36a3243d76ed390967,486.6582020500498
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,417.6973316903501
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,-20.009036485364845
3de3c134579726fe4606b7a05f82ce19f00adb09,661.9781402349947
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,429.24159269498114
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,430.4946749566572
520c60d32fd2af8be76abd332859b36d8ae45900,456.3091266255481
6cb6e2310b52c2898e500f81bea938446592568b,479.20415663468316
0193b535914e1c5a445bede11a408bf1709cd3cb,464.5731240632987
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,475.7747861609455
c512a461034cd90a9c5f1a32332b748041cfeba3,-20.009036485364845
6f77bbe0fc418131d06d15f50b30073eae680dbb,-20.009036485364845
9b378e3937af8e97d4753cdf0c8917306354aaaf,464.76539146771375
1c92f54a5fe563622a0e23cf116461a7e147efd8,530.1474573149244
90facc45f7578775e3278aa0bd4fb59dad4d37c1,442.37593963191875
563bd02a1204c85e79026a020ba5af29bce95c12,-52.9676239877557
c8062c4cc7e023996bd37b87295f5a2957ddb172,459.3736463051678
ea7cc5987f9cc7f756d501961f64fa5769013823,-20.009036485364845
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,558.0230082124655
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,435.8885300804833
1b61f7e184c7040ae4cea725153965e1f7f75308,434.6594674476874
aea68e00d370c2a0cfd02bf868824dec427bf23a,-20.009036485364845
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,-20.009036485364845
95a9c65324583892b2d1a0c1c5163488f92d4a6d,418.7072631668617
5b7e7632cf766876026d0da6aa7c6df77bc13438,438.71245676403595
a3be14b06b7aef01331da18e7a1678222b563151,-20.009036485364845
92b8965cf3fb76d11e5061f26e577c23d212b9c5,-20.009036485364845
96fd0462597b8cf21b1e918c1947106cd8359e5d,502.74101032039005
5c1cef937c40bf8c30c119160bedde7ef679454e,592.7965811102422
27dce80bee1eadbcd82bc7d09adb063e116870f6,-20.009036485364845
271a7e5b703fc3f29f6669415048a760e6355c5b,-20.009036485364845
e39fbeab552a4b6492346d821d095c3a0d691555,441.21750094271147
93694c58636eabfe86550e734efb3775ba4d739f,482.3625115681384
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,635.1950857462534
6c05e70130682975c1485a862b6e08b895650671,430.53860180928893
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,422.4400002948544
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,417.803229618963
283df09083d3c7bec2590f22355c7ba32ec88623,473.45482920916334
40b96e97dc29dfc990656e30c1038e846b6c8ff2,-20.009036485364845
ff362d0a648559b9146fb97ee248eb423c3d6a50,-20.009036485364845
717ae2ab18e7ba03c4f3af66500ece6580b29b71,-20.009036485364845
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,543.3007040969014
23131f453efc29c2af9553d307692c60a3add1ae,442.6804549766896
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,430.6433286960734
941646a7d24ee2837d7de90ff0a736bb8f61d68c,432.78772227578
cd705413010e6e74f3b90ee78dbbd8b767488f0c,-20.009036485364845
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,499.05492558656937
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,429.7197062319782
72882a9cffe151d94be90e02ce3967a91b628099,468.5694127781537
cf62916c9829bd3ad05104151eee856d6de7ca1c,590.2952255843899
6b8f4241357e65c0491cc0ef96396f811574134c,444.91210538346604
298806ed4313157d412e860ac3ea8833d6ca6970,-20.009036485364845
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,425.7509131022591
4485f973590cff61be5ec78cb3032d5fdf25b809,-20.009036485364845
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,457.0379683698301
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,-20.009036485364845
8288badec4740382dbf7c33e4095cd4db0021bf7,419.37577116395613
5e139289eb167622f915eea3d1d6e49d15d1c873,479.51344218875096
fc050b2c8fa3446890fe1418332352177dd34506,442.02629052705737
8f309746992f374b4c2ea88f171233a9469ba649,440.851033554457
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,456.30180261846004
